,runtime,director,writer,actors
1204,1h 29m,['Fred Cavayé'],[],"[' (François Gautier)', ' (Valérie)', ' (Laura)', ' (Cédric)', ' (Carole)', ' (Rémy, banquier)', ' (Gilles, violoniste)', "" (Demeester, chef d'orchestre)"", ' (Président du syndic)']"
1205,2h 16m,['F. Gary Gray'],['Chris Morgan'],"[' (Dominic Toretto)', ' (Deckard Shaw)', ' (Luke Hobbs)', ' (Letty Ortiz)', ' (Roman Pearce)', ' (Tej Parker)', ' (Cipher)', ' (Mr. Nobody)', ' (Ramsey)']"
1206,1h 30m,"['Kyle Balda', 'Pierre Coffin']","['Ken Daurio', 'Cinco Paul']","[' (Gru / Dru (voice))', ' (Lucy Wilde (voice))', ' (Balthazar Bratt (voice))', ' (Margo (voice))', ' (Edith (voice))', ' (Agnes (voice))', ' (Fritz / Silas Ramsbottom (voice))', ' (Gru’s Mom (voice))', ' (Valerie Da Vinci (voice))']"
1207,1h 59m,['Jake Kasdan'],[],"[' (Dr. Smolder Bravestone)', "" (Franklin 'Mouse' Finbar)"", "" (Professor Sheldon 'Shelly' Oberon)"", ' (Ruby Roundhouse)', ' (Nigel Billingsley)', ' (Van Pelt)', "" (Jefferson 'Seaplane' McDonough)"", ' (Young Spencer Gilpin)', "" (Young Anthony 'Fridge' Johnson)""]"
1208,2h 13m,['Jon Watts'],[],"[' (Peter Parker / Spider-Man)', ' (Adrian Toomes / Vulture)', ' (Tony Stark / Iron Man)', ' (May Parker)', ' (Happy Hogan)', ' (Pepper Potts)', ' (Michelle)', ' (Aaron Davis)', ' (Ned)']"
1209,2h 4m,['Wu Jing'],"['Wu Jing', 'Dong Qun', 'Gao Yan', 'Liu Yi']","[' (Leng Feng)', ' (Big Daddy)', ' (Rachel Prescott Smith)', ' (Zhuo Yifan)', ' (He Jianguo)', ' (Lin Zhixiong)', ' (Nesa)', ' (Qian Bida)', ' (Tundu)']"
1210,2h 17m,['James Gunn'],['James Gunn'],"[' (Peter Quill / Star-Lord)', ' (Gamora)', ' (Drax)', ' (Baby Groot (voice))', ' (Rocket (voice))', ' (Ego)', ' (Yondu)', ' (Nebula)', ' (Mantis)']"
1211,2h 11m,['Taika Waititi'],"['Christopher L. Yost', 'Craig Kyle', 'Eric Pearson']","[' (Thor)', ' (Bruce Banner / Hulk)', ' (Loki)', ' (Hela)', ' (Heimdall)', ' (Grandmaster)', ' (Valkyrie)', ' (Skurge)', ' (Odin)']"
1212,1h 45m,['Lee Unkrich'],"['Lee Unkrich', 'Matthew Aldrich', 'Adrian Molina', 'Jason Katz']","[' (Miguel Rivera (voice))', ' (Héctor (voice))', ' (Ernesto de la Cruz (voice))', ' (Mamá Imelda Rivera (voice))', ' (Elena Rivera (voice))', ' (Mamá Socorro ""Coco"" Rivera (voice))', ' (Chicharrón (voice))', ' (Papá Enrique Rivera (voice))', ' (Papá Julio Rivera (voice))']"
1213,2h 8m,"['Espen Sandberg', 'Joachim Rønning']","['Terry Rossio', 'Jeff Nathanson']","[' (Jack Sparrow)', ' (Armando Salazar)', ' (Hector Barbossa)', ' (Henry Turner)', ' (Carina Smyth)', ' (Joshamee Gibbs)', ' (Shansa)', ' (Scarfield)', ' (Scrum)']"
1214,,[],[],[]
1215,,[],[],[]
1216,2h,['Zack Snyder'],"['Zack Snyder', 'Chris Terrio']","[' (Batman / Bruce Wayne)', ' (Superman / Clark Kent /  Kal-El)', ' (Lois Lane)', ' (Wonder Woman / Diana Prince)', ' (The Flash / Barry Allen)', ' (Aquaman / Arthur Curry)', ' (Cyborg / Victor Stone)', ' (Alfred Pennyworth)', ' (Martha Kent)']"
1217,2h 34m,['Michael Bay'],"['Art Marcum', 'Matt Holloway', 'Ken Nolan', 'Akiva Goldsman']","[' (Cade Yeager)', ' (Viviane Wembly)', ' (Optimus Prime (voice))', ' (Sir Edmund Burton)', ' (Bumblebee (voice))', ' (Colonel William Lennox)', ' (Quintessa)', ' (Cogman (voice))', ' (Santos)']"
1218,1h 58m,['Jordan Vogt-Roberts'],['John Gatins'],"[' (Captain James Conrad)', ' (Lieutenant Colonel Preston Packard)', ' (Bill Randa)', ' (Mason Weaver)', ' (San Lin)', ' (Maj. Jack Chapman / Kong Mo-Cap Services)', ' (Victor Nieves)', ' (Houston Brooks)', ' (Glenn Mills)']"
1219,1h 37m,['Tom McGrath'],['Michael McCullers'],"[' (Theodore Templeton (voice))', ' (Francis E. Francis (voice))', ' (Tim Templeton (voice))', ' (Ted Templeton (voice))', ' (Janice Templeton (voice))', ' (Narrator / Older Tim Templeton (voice))', ' (Eugene Francis (voice))', ' (Wizzie / Elvis Impersonator (voice))', ' (Jimbo (voice))']"
1220,1h 47m,['Christopher Nolan'],['Christopher Nolan'],"[' (Tommy)', ' (Farrier)', ' (Mr. Dawson)', ' (Commander Bolton)', ' (Shivering Soldier)', ' (George)', ' (Alex)', ' (Gibson)', ' (French Soldier)']"
1221,2h 20m,['Matt Reeves'],"['Matt Reeves', 'Mark Bomback']","[' (Caesar)', ' (The Colonel)', ' (Maurice)', ' (Rocket)', ' (Bad Ape)', ' (Nova)', ' (Red Donkey)', ' (Luca)', ' (Koba)']"
1222,1h 45m,['Michael Gracey'],['Jenny Bicks'],"[' (P. T. Barnum)', ' (Phillip Carlyle)', ' (Charity Barnum)', ' (Jenny Lind)', ' (Anne Wheeler)', ' (Lettie Lutz)', ' (W.\u202fD. Wheeler)', ' (Deng Yan)', ' (James Gordon Bennett)']"
1223,2h 21m,['Matthew Vaughn'],"['Matthew Vaughn', 'Jane Goldman']","["" (Gary 'Eggsy' Unwin)"", ' (Harry Hart / Galahad)', ' (Poppy Adams)', ' (Merlin)', ' (Princess Tilde)', ' (Ginger)', ' (Whiskey)', ' (Tequila)', ' (Charlie Hesketh)']"
1224,1h 51m,['Alex Kurtzman'],[],"[' (Nick Morton)', ' (Jennifer Halsey)', ' (Ahmanet)', ' (Chris Vail)', ' (Colonel Greenway)', ' (Henry Jekyll / Edward Hyde)', ' (Malik)', ' (Dr. Whemple)', ' (Set)']"
1225,1h 42m,['Brian Fee'],[],"[' (Lightning McQueen (voice))', ' (Cruz Ramirez (voice))', ' (Smokey Yunick (voice))', ' (Sterling (voice))', ' (Jackson Storm (voice))', ' (Mater (voice))', ' (Sally Carrera (voice))', ' (Miss Fritter (voice))', ' (Natalie Certain (voice))']"
1226,1h 58m,['James Foley'],[],"[' (Anastasia Steele)', ' (Christian Grey)', ' (Jack Hyde)', ' (Kate Kavanagh)', ' (Leila)', ' (Mia Grey)', ' (Carla)', ' (Elliot Grey)', ' (José)']"
1227,1h 54m,['Kenneth Branagh'],[],"[' (Hercule Poirot)', ' (Bouc)', ' (Caroline Hubbard)', ' (Edward Ratchett)', ' (Hector MacQueen)', ' (Gerhard Hardman)', ' (Princess Dragomiroff)', ' (Edward Henry Masterman)', ' (Dr. Arbuthnot)']"
1228,1h 47m,['D.J. Caruso'],['F. Scott Frazier'],"[' (Xander Cage)', ' (Xiang)', ' (Adele Wolff)', ' (Jane Marke)', ' (Agent Augustus Gibbons)', ' (Darius Stone / xXx)', ' (Tennyson Torch)', "" (Rebecca 'Becky' Clearidge)"", ' (Serena Unger)']"
1229,1h 40m,['Zhang Chiyu'],['Zhang Chiyu'],"[' (Ai Disheng)', ' (Ma Xiao)', ' (Zhang Zhuyu)', ' (Wu Liang)', ' (A feminist boxer)', ' (Mountain farmer)', "" (Mountain farmer's wife)"", ' (Xiu Nian)', ' (Ma Dong)']"
1230,1h 44m,['Chris McKay'],['Seth Grahame-Smith'],"[' (Batman / Bruce Wayne (voice))', ' (Robin / Dick Grayson (voice))', ' (Batgirl / Barbara Gordon (voice))', ' (Alfred Pennyworth (voice))', ' (Joker (voice))', ' (Harley Quinn (voice))', ' (Scarecrow (voice))', ' (The Riddler (voice))', ' (Bane (voice))']"
1231,1h 50m,['David F. Sandberg'],['Gary Dauberman'],"[' (Sister Charlotte)', ' (Janice)', ' (Linda)', ' (Samuel Mullins)', ' (Esther Mullins)', ' (Carol)', ' (Nancy)', ' (Annabelle ""Bee"" Mullins)', ' (Kate)']"
1232,1h 48m,['Carlos Saldanha'],"['Ron Burch', 'David Kidd', 'Don Rhymer']","[' (Ferdinand (voice))', ' (Lupe (voice))', ' (Bones (voice))', "" (Valiente / Valiente's Father (voice))"", ' (Guapo (voice))', ' (Una (voice))', ' (El Primero (voice))', ' (Angus (voice))', ' (Hans (voice))']"
1233,2h 44m,['Denis Villeneuve'],['Hampton Fancher'],"["" ('K')"", ' (Rick Deckard)', ' (Joi)', ' (Sapper Morton)', ' (Lieutenant Joshi)', ' (Luv)', ' (Mariette)', ' (Niander Wallace)', ' (Dr. Ana Stelline)']"
1234,1h 47m,['Stanley Tong'],[],"[' (Dr. Jack Chan)', ' (Jones Lee)', ' (Xiaoguang)', ' (Nuomin)', ' (Randall)', ' (Ashmita)', ' (Jonathan)', ' (Kyra)', ' (Max)']"
1235,1h 49m,['Tsui Hark'],['Stephen Chow Sing-Chi'],"[' (Tang Sanzang)', ' (Sun Wukong)', ' (Jiu Gong / Immortal Golden Vulture)', ' (White Bone Spirit)', ' (Zhu Bajie)', ' (Sha Wujing)', ' (Spider Demon)', ' (King)', ' (Handsome Zhu Bajie)']"
1236,2h 2m,['Ridley Scott'],"['Michael Green', 'Jack Paglen']","[' (David / Walter)', ' (Daniels)', ' (Oram)', ' (Tennessee)', ' (Lope)', ' (Karine)', ' (Ricks)', ' (Upworth)', ' (Faris)']"
1237,1h 44m,['Paul King'],[],"[' (Paddington Brown (voice))', ' (Mary Brown)', ' (Henry Brown)', ' (Phoenix Buchanan)', ' (Judy Brown)', ' (Jonathan Brown)', ' (Mrs. Bird)', ' (Aunt Lucy (voice))', ' (Knuckles McGinty)']"
1238,1h 53m,['Edgar Wright'],['Edgar Wright'],"[' (Baby)', ' (Doc)', ' (Debora)', ' (Buddy)', ' (Bats)', ' (Griff)', ' (Darling)', ' (Eddie)', ' (Joseph)']"
1239,2h 17m,['Luc Besson'],['Luc Besson'],"[' (Valerian)', ' (Laureline)', ' (Commander Arün Filitt)', ' (Bubble)', ' (Jolly the Pimp)', ' (Defence Minister)', ' (Sergeant Neza)', ' (President of the World State Federation)', ' (Igon Siruss (voice))']"
1240,1h 49m,['Dean Devlin'],"['Dean Devlin', 'Paul Guyot']","[' (Jake Lawson)', ' (Ute Fassbinder)', ' (Max Lawson)', ' (U.S. Secret Service Agent Sarah Wilson)', ' (U.S. Secretary of State Leonard Dekkom)', ' (U.S. President Andrew Palma)', ' (Dana)', ' (Al Hernandez)', ' (Duncan Taylor)']"
1241,1h 26m,['Tony Leondis'],"['Tony Leondis', 'Eric Siegel', 'Mike White']","[' (Gene (voice))', ' (Hi-5 (voice))', ' (Jailbreak (voice))', ' (Smiler (voice))', ' (Mel Meh (voice))', ' (Mary Meh (voice))', ' (Alex (voice))', ' (Akiko Glitter (voice))', ' (Flamenco Dancer (voice))']"
1242,1h 40m,['Lasse Hallström'],[],"[' (Dogs: Bailey / Buddy / Tino / Ellie (voice))', ' (Teen Ethan)', ' (Teen Hannah)', ' (Adult Ethan)', ' (Adult Hannah)', "" (Elizabeth - Ethan's Mom)"", "" (Jim - Ethan's Dad)"", ' (Carlos)', ' (Maya Williams)']"
1243,1h 29m,['Kelly Asbury'],"['Pamela Ribon', 'Stacey Harman']","[' (Smurfette (voice))', ' (Gargamel (voice))', ' (Hefty (voice))', ' (Clumsy (voice))', ' (Brainy (voice))', ' (Papa Smurf (voice))', ' (Smurfwillow (voice))', ' (Smurfstorm (voice))', ' (Smurfblossom (voice))']"
1244,2h 3m,['Guillermo del Toro'],['Guillermo del Toro'],"[' (Elisa Esposito)', ' (Richard Strickland)', ' (Giles)', ' (Zelda Fuller)', ' (Dr. Robert Hoffstetler)', ' (Amphibian Man)', ' (Fleming)', ' (General Hoyt)', ' (Bernard)']"
1245,1h 33m,['Trish Sie'],"['Mike White', 'Kay Cannon']","[' (Beca Mitchell)', ' (Patricia ""Fat Amy"" Hobart)', ' (Chloe Beale)', ' (Emily Junk)', ' (Gail)', ' (Aubrey Posen)', ' (Stacie Conrad)', ' (Calamity)', ' (Cynthia-Rose Adams)']"
1246,1h 58m,['Patrick Hughes'],"[""Tom O'Connor""]","[' (Michael Bryce)', ' (Darius Kincaid)', ' (Vladislav Dukhovich)', ' (Sonia Kincaid)', ' (Amelia Roussel)', ' (Seifert)', ' (Foucher)', ' (Rebecca Harr)', ' (Ivan)']"
1247,1h 40m,['Sean Anders'],"['Sean Anders', 'John Morris']","[' (Brad)', ' (Dusty)', ' (Kurt)', ' (Don)', ' (Sara)', ' (Karen)', ' (Dylan)', ' (Megan)', ' (Adrianna)']"
1248,1h 56m,['Seth Gordon'],"['Thomas Lennon', 'Jay Scherick', 'Robert Ben Garant', 'David Ronn']","[' (Mitch Buchanan)', ' (Matt Brody)', ' (Victoria Leeds)', ' (Summer Quinn)', ' (CJ Parker)', ' (Stephanie Holden)', ' (Ronnie Greenbaum)', ' (Sgt. Ellerbee)', ' (Dave the Tech)']"
1249,2h 2m,['Chad Stahelski'],['Derek Kolstad'],"[' (John Wick)', ' (Cassian)', ' (Winston)', ' (Bowery King)', "" (Santino D'Antonio)"", ' (Ares)', ' (Charon)', ' (Abram Tarasov)', ' (Helen Wick)']"
1250,1h 47m,['Rupert Sanders'],[],"[' (Major Mira Killian / Motoko Kusanagi)', ' (Chief Daisuke Aramaki)', ' (Kuze / Hideo)', ' (Batou)', ' (Togusa)', ' (Dr. Ouélet)', ' (Cutter)', ' (Red Robed Geisha)', ' (Skinny Man)']"
1251,1h 47m,['Rupert Sanders'],[],"[' (Major Mira Killian / Motoko Kusanagi)', ' (Chief Daisuke Aramaki)', ' (Kuze / Hideo)', ' (Batou)', ' (Togusa)', ' (Dr. Ouélet)', ' (Cutter)', ' (Red Robed Geisha)', ' (Skinny Man)']"
1252,1h 55m,['Martin McDonagh'],['Martin McDonagh'],"[' (Mildred Hayes)', ' (Bill Willoughby)', ' (Jason Dixon)', ' (Robbie Hayes)', ' (Anne Willoughby)', ' (Red Welby)', ' (James)', ' (Charlie Hayes)', ' (Penelope)']"
1253,1h 42m,['Han Han'],['Han Han'],"[' (Xu Zhengtai)', ' (Xu Tailang)', ' (Xiao Hua)', ' (Xiao Ma)', ' (Director Jin)', ' (Luo Li)', ' (Huang Zhiqiang)', ' (Liu Yi)', ' (Ah Jun)']"
1254,2h 5m,['Joe Wright'],[],"[' (Winston Churchill)', ' (Clemmie)', ' (King George VI)', ' (Elizabeth Layton)', ' (Neville Chamberlain)', ' (Viscount Halifax)', ' (Sir John Simon)', ' (Sir Anthony Eden)', ' (Clement Atlee)']"
1255,2h 6m,['Guy Ritchie'],"['Joby Harold', 'David Dobkin']","[' (Arthur)', ' (Vortigern)', ' (The Mage)', ' (Uther Pendragon)', ' (Bedivere)', ' (William ""Goosefat Bill"")', ' (Tristan ""Wet Stick"")', ' (Back Lack)', ' (Percival ""Percy"")']"
1256,2h 4m,['Dean Israelite'],"['Burk Sharpless', 'Kieran Mulroney', 'Matt Sazama', 'Michele Mulroney']","[' (Jason Lee Scott / The Red Ranger)', ' (Billy Cranston / The Blue Ranger)', ' (Zack Taylor / The Black Ranger)', ' (Kimberly Hart / The Pink Ranger)', ' (Trini / The Yellow Ranger)', ' (Zordon)', ' (Alpha 5 (voice))', ' (Rita Repulsa / The Green Ranger)', ' (Goldar / Putties (voice))']"
1257,2h 2m,['Malcolm D. Lee'],"['Kenya Barris', 'Erica Rivinoja', 'Tracy Oliver']","[' (Ryan Pierce)', ' (Sasha Franklin)', ' (Lisa Cooper)', ' (Dina)', ' (Julian Stevens)', ' (Stewart Pierce)', ' (Elizabeth Davelli)', ' (Malik)', ' (Morris Chestnut)']"
1258,1h 55m,['Doug Liman'],['Gary Spinelli'],"[' (Barry Seal)', "" (Monty 'Schafer')"", ' (Lucy Seal)', ' (Sheriff Downing)', ' (JB)', ' (Judy Downing)', ' (Dana Sibota)', ' (Jorge Ochoa)', ' (James Rangel)']"
1259,1h 44m,"['Scott Moore', 'Jon Lucas']","['Scott Moore', 'Jon Lucas']","[' (Amy Mitchell)', ' (Kiki)', ' (Carla Dunkler)', ' (Ruth Mitchell)', ' (Isis Dunkler)', ' (Sandy)', ' (Jessie Harkness)', ' (Ty Swindle)', ' (Hank Mitchell)']"
1260,1h 37m,['Christopher Landon'],['Scott Lobdell'],"[' (Theresa ‘Tree’ Gelbman)', ' (Carter Davis)', ' (Lori Spengler)', ' (Danielle Bouseman)', ' (Dr. Winter)', ' (Gregory Butler)', ' (Police Officer)', ' (David Gelbman)', ' (John Tombs)']"
1261,1h 29m,['David Soren'],[],"[' (George Beard (voice))', ' (Harold Hutchins (voice))', ' (Mr. Krupp / Captain Underpants (voice))', ' (Professor Poopypants (voice))', ' (Melvin (voice))', ' (Edith (voice))', ' (Ms. Ribble (voice))', ' (Mr. Rected (voice))', ' (Tommy (voice))']"
1262,1h 41m,"['Paul Fisher', 'Bob Logan', 'Charlie Bean']","['Paul Fisher', 'Bob Logan', 'William Wheeler', 'Tom Wheeler', 'Hilary Winston']","[' (Lloyd (voice))', ' (Garmadon (voice))', ' (Cole (voice))', ' (Nya (voice))', ' (Koko (voice))', ' (Jay (voice))', ' (Kai (voice))', ' (Zane (voice))', ' (Master Wu / Mr. Liu (voice))']"
1263,2h 30m,['Advait Chandan'],['Advait Chandan'],"[' (Insia""Insu""Malik)', ' (Shakti Kumar)', ' (Najma Malik)', ' (Farookh Malik)', ' (Chintan)', ' (Cameo)', ' (Cameo)', ' (Ranjeet)']"
1264,1h 35m,['Nikolaj Arcel'],[],"[' (Roland Deschain)', ' (Walter O’Dim)', ' (Jake Chambers)', ' (Arra Champignon)', ' (Pimli Prentiss)', ' (Tirana)', ' (Richard Sayre)', ' (Laurie Chambers)', ' (Steven Deschain)']"
1265,1h 40m,['Wang Baoqiang'],[],"[' (Wu Kong)', ' (Wu Jing)', ' (Tang Sen)', ' (Zhu Tianteng)', ' (Bull King)', ' (Erlang Shen)', ' (Queen Iron Fan)', ' (Wu Shen)', "" (Tang's father)""]"
1266,2h 19m,['Kim Yong-hwa'],[],"[' (Gang-rim)', ' (Kim Ja-hong)', ' (Hae Won-maek)', ' (Deok-choon)', ' (King Yeomra)', ' (Kim Su-hong)', "" (Ja-hong's Mother)"", ' (Prosecutor)', ' (Prosecutor)']"
1267,2h 10m,['Derek Kwok'],[],"[' (Sun Wu Kong)', ' (Erlang Shen)', ' (Ah Zi)', ' (Tian Peng)', ' (Ah Yue)', ' (Juan Lian)', ' (Hua Ji)', ' (Ju Ling)', ' (White Robe Immortal)']"
1268,1h 31m,"['Michael Spierig', 'Peter Spierig']","['Josh Stolberg', 'Pete Goldfinger']","[' (Logan Nelson)', ' (John Kramer / Jigsaw)', ' (Detective Halloran)', ' (Eleanor Bonneville)', ' (Keith Hunt)', ' (Anna)', ' (Ryan)', ' (Mitch)', ' (Carly)']"
1269,1h 55m,['David Leitch'],[],"[' (Lorraine Broughton)', ' (David Percival)', ' (Spyglass)', ' (Emmett Kurzfeld)', ' (Eric Gray)', ' (Chief ""C"")', ' (Aleksander Bremovych)', ' (Delphine Lasalle)', ' (Merkel)']"
1270,2h 9m,['Chen Kaige'],"['Chen Kaige', 'Wang Huiling']","[' (Bai Letian)', ' (Kukai)', ' (Abe Nakamaro)', ' (Chunqin)', ' (Chen Yunqiao)', ' (Huji Yulian)', ' (Bai Ling)', ' (Bai Long)', ' (Yang Guifei)']"
1271,2h 8m,"['Wong Jing', 'Jason Kwan']","['Wong Jing', 'Jason Kwan']","[' (Crippled Ho)', ' (Lee Rock)', ' (Piggy)', ' (Wayne)', ' (Jan)', ' (Wil)', ' (Jane)', ' (Rose)', ' (Wai Man)']"
1272,2h 40m,['Ali Abbas Zafar'],"['Ali Abbas Zafar', 'Neelesh Misra', 'Aditya Chopra', 'Abdul Rafay Chandio']","["" (Avinash Singh 'Tiger' Rathore)"", "" (Zoya 'Zee' Humaini)"", ' (Shenoy)', ' (Firdauz aka Tohbaan)', ' (Namit)', ' (Rakesh Ji)', ' (Junior)', ' (Captain Abrar)', "" (India's Ambassador to Iraq)""]"
1273,2h 18m,['Jang Hoon'],['Eom Yu-na'],"[' (Kim Man-seob)', ' (Peter)', ' (Hwang Tae-sul)', ' (Gu Jae-sik)', ' (Reporter Choi)', "" (Sang-gu's Father)"", "" (Sang-gu's Mother)"", ' (Civvies Leader)', ' (Sergeant First Class Park)']"
1274,1h 36m,['Zach Braff'],['Edward Cannon'],"[' (Willie Davis)', ' (Joe Harding)', ' (Albert Garner)', ' (Annie Santori)', ' (Jesus)', ' (Murphy)', ' (Brooklyn Harding)', ' (Manager Keith Schonfeld)', ' (Arlen Hamer)']"
1275,12m,['Mahin Javaherian'],[],[]
1276,1h 39m,['Wilson Yip'],[],"[' (Lee Chung-Chi)', ' (Chui Kit)', ' (Cheng Hon-Sau)', ' (Sacha)', ' (Tak)', ' (Sui Man)', ' (Ban)', ' (Lee Wing-Chi)', ' (Commissioner Chai)']"
1277,1h 34m,['Greta Gerwig'],['Greta Gerwig'],"[' (Lady Bird McPherson)', ' (Marion McPherson)', ' (Larry McPherson)', "" (Danny O'Neill)"", ' (Kyle Sheible)', ' (Julie Steffans)', ' (Sister Sarah Joan)', ' (Father Leviatch)', ' (Jenna Walton)']"
1278,1h 29m,"['Ding Liang', 'Huida Lin', 'Yongchang Lin']","['Ding Liang', 'Qin Wan']","[' (光头强 (voice))', ' (纳雅 (voice))', ' (熊大 (voice))', ' (熊二 (voice))', ' (幕后老板 (voice))', ' (女忍者 (voice))', ' (高富帅 (voice))', ' (胖盗贼 (voice))']"
1279,1h 31m,['Cal Brunker'],"['Cal Brunker', 'Scott Bindley', 'Bob Barlen']","[' (Surly (voice))', ' (Precious (voice))', ' (Frankie (voice))', ' (The Mayor (voice))', ' (Heather (voice))', ' (Gunther (voice))', ' (Jimmy (voice))', ' (Mole (voice))', ' (Johnny (voice))']"
1280,1h 52m,['Michael Cuesta'],[],"[' (Mitch Rapp)', ' (Stan Hurley)', "" ('Ghost')"", ' (Annika)', ' (Irene Kennedy)', ' (Victor)', ' (Director Stansfield)', ' (Minister Behurz)', ' (General Rostami)']"
1281,1h 52m,['Stephen Frears'],[],"[' (Queen Victoria)', ' (Abdul Karim)', ' (Sir Henry Ponsonby)', ' (Bertie, Prince of Wales)', ' (Mohammed)', ' (Lord Salisbury)', ' (Dr. James Reid)', ' (Baroness Churchill)', ' (Miss Phipps)']"
1282,2h,['Bora Dağtekin'],['Bora Dağtekin'],"[' (Zeki Müller)', ' (Chantal)', ' (Biggi Enzberger)', ' (Gudrun Gerster)', ' (Danger)', ' (Zeynep)', ' (Burak)', ' (Etienne „Ploppi“)', ' (Laura)']"
1283,1h 49m,['Hany Abu-Assad'],['J. Mills Goodloe'],"[' (Dr. Ben Bass)', ' (Alex Martin)', ' (Mark Robertson)', ' (Walter)', ' (Pamela)', ' (Sarah Bass)', ' (Mrs. Qabbani)', ' (Airline Customer Service)', ' (Airline Representative)']"
1284,1h 56m,['Ken Marino'],"['Jon Zack', 'Chris Spain']","[' (Maximo)', ' (Sara)', ' (Hugo)', ' (Rick)', ' (Cindy)', ' (Arden)', ' (Celeste)', ' (Millicent)', ' (Peggy)']"
1285,1h 29m,['Johannes Roberts'],"['Johannes Roberts', 'Ernest Riera']","[' (Lisa)', ' (Kate)', ' (Taylor)', ' (Javier)', ' (Louis)', ' (Benjamin)', ' (Band Leader)', ' (Sammie (uncredited))']"
1286,1h 36m,['Stella Meghie'],[],"[' (Maddy Whittier)', ' (Olly Bright)', ' (Dr. Pauline Whittier)', ' (Carla Romero)', ' (Kayra Bright)', ' (Rosa Romero)', ' (Joe Bright)', ' (Mae Bright)', ' (Mr. Waterman)']"
1287,1h 30m,['Jonathan Levine'],['Katie Dippold'],"[' (Emily Middleton)', ' (Linda Middleton)', ' (James)', ' (Roger Simmons)', ' (Ruth)', ' (Jeffrey Middleton)', ' (Morgado)', ' (Michael)', ' (Barb)']"
1288,2h 13m,['Andrew Lau Wai-Keung'],"['Han Sanping', 'Zhao Ningyu', 'Dong Zhe', 'Huang Jianxin']","[' (Mao Zedong)', ' (Zhou Enlai)', ' (Zhu De)', ' (Ren Bisshi)', ' (He Long)', ' (Ye Ting)', ' (Su Yu)', ' (Lin Biao)', ' (Lu Deming)']"
1289,1h 39m,['Jayson Thiessen'],"['Meghan McCarthy', 'Joe Ballarini']","[' (Twilight Sparkle (voice))', ' (Applejack / Rainbow Dash (voice))', ' (Pinkie Pie / Fluttershy (voice))', ' (Rarity / Princess Luna / Granny Smith / Derpy Hooves (voice))', ' (Spike (voice))', ' (Tempest Shadow / Fizzlepop Berrytwist (voice))', ' (Grubber (voice))', ' (The Storm King (voice))', ' (Capper (voice))']"
1290,2h 20m,['Aaron Sorkin'],['Aaron Sorkin'],"[' (Molly Bloom)', ' (Charlie Jaffey)', ' (Larry Bloom)', ' (Player X)', ' (Dean Keith)', ' (Douglas Downey)', ' (Harrison Wellstone)', ' (Bad Brad)', ' (Harlan Eustice)']"
1291,1h 52m,['Alec Su'],"['Carol Li', 'Huang Hai']","[' (Tang Chuan)', ' (Shi Hong)', ' (Chen Jing)', ' (Luo Miao)', ' (Cao Wei)', ' (Chen Xiaoxin)', ' (Teng Kun)', ' (Fu Jian)', ' (Bully)']"
1292,1h 59m,['Herman Yau'],"['Herman Yau', 'Erica Li']","[' (Cheung J.S.)', ' (Peng Hong / Blast)', ' (Kong Y.W.)', ' (Ben)', ' (Wong Tin Lok)', ' (Carmen Li)', ' (Biao Hong)', ' (Officer Chow)', ' (Wan H.F.)']"
1293,1h 29m,['Sandra Ng Kwan-Yue'],['Zha Muchun'],"[' (Ling)', ' (Richie Xu)', ' (Xu Tianyu)', ' (Wang Baojian)', ' (Ming)', ' (Ren)', ' (Ping)', ' (Benjamin)', ' (Fred)']"
1294,2h 12m,['Ridley Scott'],['David Scarpa'],"[' (Gail Harris)', ' (Jean Paul Getty)', ' (Fletcher Chase)', ' (Cinquanta)', ' (Oswald Hinge)', ' (John Paul Getty III)', ' (John Paul Getty III (Age 7))', ' (John Paul Getty II)', ' (Saverio Mammoliti)']"
1295,2h,['Michael Showalter'],[],"[' (Kumail Nanjiani)', ' (Emily Gardner)', ' (Beth Gardner)', ' (Terry Gardner)', ' (Azmat Nanjiani)', ' (Sharmeen Nanjiani)', ' (Naveed Nanjiani)', ' (CJ)', ' (Mary)']"
1296,2h 5m,['Kim Sung-hoon'],['Yoon Hyun-ho'],"[' (Im Chul-ryung)', ' (Kang Jin-tae)', ' (Cha Ki-sung)', ' (Park So-yeon)', ' (Park Myung-ho)', ' (Park Min-young)', ' (Seong Gang)', ' (Detective Squad Chief Pyo)', ' (Kang Yeon-A)']"
1297,2h 19m,['Benny Boom'],[],"[' (Tupac Shakur)', ' (Afeni Shakur)', ' (Jada Pinkett)', ' (Biggie Smalls)', ' (Suge Knight)', ' (Kidada Jones)', ' (Leila Steinberg)', ' (Haitian Jack)', ' (Faith Evans)']"
1298,2h 15m,['Alexander Payne'],[],"[' (Paul Safranek)', ' (Dusan Mirkovic)', ' (Ngoc Lan Tran)', ' (Audrey Safranek)', ' (Dr. Jorgen Asbjørnsen)', ' (Anne-Helene Asbjørnsen)', ' (Konrad)', ' (Dr. Andreas Jacobsen)', ' (Dave Johnson)']"
1299,2h,['Craig Gillespie'],['Steven Rogers'],"[' (Tonya)', ' (Jeff)', ' (LaVona)', ' (Diane Rawlinson)', ' (Shawn)', ' (Martin Maddox)', ' (Dody Teachman)', ' (Nancy Kerrigan)', ' (Tonya (3 ½ Yrs))']"
